,ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA,MONTH,YEAR,LON,LAT,COUNTY,FIPS
8689,UNIVERSITY OF WISCONSIN MILWAUKEE,578504,5R01HD096085-04,RPGs - Non SBIR/STTR,10529266,"POLFUSS, MICHELE",12161649,Body Composition and Energy Expenditure in Youth with Spina Bifida,NONE,NONE,SCHOOLS OF NURSING,"$621,801 ","$93,198 ","$714,999 ",4,MILWAUKEE,WISCONSIN,53201,,,Domestic Higher Education,11/30/2022,PA18-484,11.0,2022.0,-87.9675,43.0642,MILWAUKEE,55079.0
8690,UNIVERSITY OF WISCONSIN MILWAUKEE,578504,5R21ES033748-02,RPGs - Non SBIR/STTR,10538613,"LAIOSA, MICHAEL D",8478597,Regulation of metabolism by the Aryl hydrocarbon receptor in hematopoietic and immune cell progenitors,ENVIRONMENTAL HEALTH SCIENCES,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$125,000 ","$62,284 ","$187,284 ",4,MILWAUKEE,WISCONSIN,53201,,,Domestic Higher Education,11/17/2022,PA20-195,11.0,2022.0,-87.9675,43.0642,MILWAUKEE,55079.0
8691,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01AI134807-06,RPGs - Non SBIR/STTR,10517502,"NEUMANN, DONNA M",7996968,CTFC Mediated HSV-1 Gene Expression in Latency and Reactivation,OPHTHALMOLOGY AND VISUAL SCIENCES,OPHTHALMOLOGY,SCHOOLS OF MEDICINE,"$268,581 ","$116,971 ","$385,552 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,10/24/2022,PA18-484,10.0,2022.0,-89.393,43.0822,DANE,55025.0
8692,UNIVERSITY OF WISCONSIN-MADISON,578503,5K01AR073340-06,Other Research-Related,10532705,"LIANG, YUN",14189288,The Role of VGLL3 in Sexually Dimorphic Interferon-Driven Inflammation,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$65,524 ","$5,242 ","$70,766 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/6/2022,PA16-190,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8693,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01HL151522-03,RPGs - Non SBIR/STTR,10533793,"KANG, JUNSU",15474485,Dissecting injury-responsive gene expression during zebrafish heart regeneration,CELL AND REGENERATIVE BIOLOGY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$225,000 ","$118,881 ","$343,881 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/15/2022,PA19-056,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8694,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01HL161070-02,RPGs - Non SBIR/STTR,10539305,"ALVARADO, FRANCISCO J",14901616,Mechanisms of calcium-induced arrhythmias in arrhythmogenic right ventricular cardiomyopathy,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$225,000 ","$124,875 ","$349,875 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/14/2022,PA20-185,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8695,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01CA193481-07,RPGs - Non SBIR/STTR,10541119,"SMITH, LLOYD M",1866109,Sequence-specific Hybridization Capture for Discovery of Proteoform,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$235,125 ","$121,711 ","$356,836 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/24/2022,PA19-056,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8696,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01CA266354-02,RPGs - Non SBIR/STTR,10542805,"RUI, LIXIN",11406918,Targeting EGR1 signaling pathways in diffuse large B cell lymphoma,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$205,875 ","$108,776 ","$314,651 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/14/2022,PA20-185,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8697,UNIVERSITY OF WISCONSIN-MADISON,578503,5K08AI139341-05,Other Research-Related,10552684,"MOHR, EMMA L",9553044,Defining maternal and neonatal antibody responses in congenital Zika virus infection,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$183,300 ","$14,664 ","$197,964 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/6/2023,PA18-373,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8698,UNIVERSITY OF WISCONSIN-MADISON,578503,1R35GM148385-01,RPGs - Non SBIR/STTR,10555034,"MANDEL, MARK J",8472835,Genetic analysis of beneficial bacterial colonization,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$270,001 ","$138,104 ","$408,105 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/8/2023,PAR19-367,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8699,UNIVERSITY OF WISCONSIN-MADISON,578503,5F30CA250263-03,Training - Individual,10559653,"JAGODINSKY, JUSTIN CHARLES",14622934,Brachytherapy to achieve in situ cancer vaccination,HUMAN ONCOLOGY,RADIATION-DIAGNOSTIC/ONCOLOGY,SCHOOLS OF MEDICINE,"$23,055 ",,"$23,055 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/29/2022,PA19-191,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8700,UNIVERSITY OF WISCONSIN-MADISON,578503,5UG3DE030531-02,RPGs - Non SBIR/STTR,10559683,"MOLFENTER, TODD DAVID",9876831,No-Show Prevention Practices in Dental Care Settings Serving Underserved Populations,ENERGY INSTITUTE,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$236,070 ","$71,215 ","$307,285 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/10/2023,PAR18-656,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8701,UNIVERSITY OF WISCONSIN-MADISON,578503,1K23AG080068-01,Other Research-Related,10571459,"FIELDS, BETH",15137331,Adapting and Testing the Care Partner Hospital Assessment Tool (CHAT) for Use in Dementia Care,KINESIOLOGY,MISCELLANEOUS,SCHOOLS OF EDUCATION,"$123,280 ","$9,862 ","$133,142 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/25/2022,PA20-206,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8702,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01AG070940-03,RPGs - Non SBIR/STTR,10609442,"MUELLER, KIMBERLY D",15488104,Novel Story Recall Measures as Indicators of Cognitive Decline Associated with Alzheimer's Disease and Related Disorders Biomarkers: A Collaborative Study of Existing Data,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$277,197 ","$107,240 ","$384,437 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,2/1/2023,PAR19-070,2.0,2023.0,-89.393,43.0822,DANE,55025.0
8703,UNIVERSITY OF WISCONSIN-MADISON,578503,4R00HD099154-03,RPGs - Non SBIR/STTR,10763906,"SCHMIDT, JENNA ANN",14354648,Primate-specific miRNAs in Embryonic and Placental Development,NONE,NONE,UNIVERSITY-WIDE,"$164,411 ","$84,588 ","$248,999 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/30/2023,PA18-398,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8704,UNIVERSITY OF WISCONSIN-MADISON,578503,3R01AR074932-04S1,RPGs - Non SBIR/STTR,10755032,"HORNBERGER, TROY A",7954063,The Role of TRIM28 Phosphorylation in the Mechanical Regulation of Skeletal Muscle,COMPARATIVE BIOSCIENCES,BIOLOGY,SCHOOLS OF VETERINARY MEDICINE,"$70,806 ","$39,297 ","$110,103 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/10/2023,PA19-055,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8705,UNIVERSITY OF WISCONSIN-MADISON,578503,5R37AI095098-11,RPGs - Non SBIR/STTR,10524739,"EVANS, DAVID T",6155054,KIR and MHC Class I Immunogenetics in SIV Infection,PATHOLOGY AND LAB MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$424,888 ","$225,191 ","$650,079 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,10/25/2022,PA18-484,10.0,2022.0,-89.393,43.0822,DANE,55025.0
8706,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01MH117141-05,RPGs - Non SBIR/STTR,10533353,"HERRINGA, RYAN J",6429171,Neurobehavioral mechanisms of parent-child extinction learning in adolescent PTSD,PSYCHIATRY,PSYCHIATRY,SCHOOLS OF MEDICINE,"$435,498 ","$224,772 ","$660,270 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/18/2022,PA18-484,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8707,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01AG062167-05,RPGs - Non SBIR/STTR,10535455,"OKONKWO, OZIOMA C",10350904,Longitudinal Investigation of Cardiorespiratory Fitness and AD Biomarkers in an At-Risk Cohort,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$597,400 ","$331,557 ","$928,957 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/20/2023,PA18-484,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8708,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01DK125783-03,RPGs - Non SBIR/STTR,10538641,"REEDER, SCOTT B.",8546939,Development of 4D Flow MRI for Risk Stratification of Variceal Bleeding in Cirrhosis,RADIOLOGY,RADIATION-DIAGNOSTIC/ONCOLOGY,SCHOOLS OF MEDICINE,"$404,771 ","$212,926 ","$617,697 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/2/2022,PA20-185,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8709,UNIVERSITY OF WISCONSIN-MADISON,578503,5R35GM134929-04,RPGs - Non SBIR/STTR,10543776,"STAHL, SHANNON S",2087205,Catalytic Oxidations for Pharmaceutical Synthesis,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$360,001 ","$175,574 ","$535,575 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/12/2022,PAR17-094,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8710,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01AI151171-04,RPGs - Non SBIR/STTR,10544514,"ZAMANIAN, MOSTAFA",11739340,Molecular mechanisms controlling secretion in filarial nematode parasites,PATHOBIOLOGICAL SCIENCES,PATHOLOGY,SCHOOLS OF VETERINARY MEDICINE,"$264,750 ","$119,325 ","$384,075 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/10/2023,PA19-056,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8711,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01CA245922-05,RPGs - Non SBIR/STTR,10545171,"LEBEAU, AARON MATTHEW",7802596,Cyclic Peptide Protease Inhibitors for the Treatment of Prostate Cancer,PATHOLOGY AND LAB MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$205,875 ","$114,261 ","$320,136 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/2/2022,PA19-056,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8712,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01CA240965-03,RPGs - Non SBIR/STTR,10553590,"KREEGER, PAMELA K",9854431,The role of multi-cellular aggregates vs. individual tumor cells in metastasis of high-grade serous ovarian cancer,BIOMEDICAL ENGINEERING,BIOMEDICAL ENGINEERING,BIOMED ENGR/COL ENGR/ENGR STA,"$337,984 ","$179,455 ","$517,439 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/27/2023,PA19-056,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8713,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01MH095984-10,RPGs - Non SBIR/STTR,10579926,"POSTLE, BRADLEY R",1926594,Oscillatory Contributions to Working Memory and Attention,PSYCHOLOGY,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$305,374 ","$151,672 ","$457,046 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/29/2022,PA18-345,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8714,UNIVERSITY OF WISCONSIN-MADISON,578503,1R01DC020355-01A1,RPGs - Non SBIR/STTR,10606930,"LITOVSKY, RUTH Y",1858743,Binaural processing and hearing in children with cochlear implants,COMMUNICATION SCIS AND DISORDERS,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$431,769 ","$142,966 ","$574,735 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/10/2022,PA20-185,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8715,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01AG070973-03,RPGs - Non SBIR/STTR,10614373,"BENDLIN, BARBARA BRIGITTA",9509962,Gut barrier function in Alzheimer,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$484,399 ","$255,521 ","$739,920 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/31/2023,PAR19-070,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8716,UNIVERSITY OF WISCONSIN-MADISON,578503,4R37CA225608-06,RPGs - Non SBIR/STTR,10756191,"RUSSELL, JOHN A",10699714,Treatment of Functional Deficits IN tongue muscles induced by radiation and chemoradiation treatment,SURGERY,SURGERY,SCHOOLS OF MEDICINE,"$224,175 ","$118,813 ","$342,988 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/31/2023,PA16-160,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8717,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01EB031007-02,RPGs - Non SBIR/STTR,10538595,"LAESEKE, PAUL F",8321165,Advanced C-arm imaging platform for histotripsy treatment of liver tumors,RADIOLOGY,RADIATION-DIAGNOSTIC/ONCOLOGY,SCHOOLS OF MEDICINE,"$347,823 ","$125,737 ","$473,560 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/13/2022,PA20-185,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8718,UNIVERSITY OF WISCONSIN-MADISON,578503,1R13TR004289-01,Other Research-Related,10537113,"PFUND, CHRISTINE E",1879465,Advancing the Science of Mentorship: Future Directions for Sustainable Implementation and Evaluation of Mentorship Education for the Clinical and Translational Science Workforce,INSTITUTE FOR CLINICAL AND TRANSLATIONAL RESEARCH,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$30,000 ",$0 ,"$30,000 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/24/2022,PA21-151,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8719,UNIVERSITY OF WISCONSIN-MADISON,578503,2RF1AG056771-06,RPGs - Non SBIR/STTR,10539009,"LAMMING, DUDLEY WILLIAM",7530921,The regulation of health and longevity by branched-chain amino acids,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$1,401,163 ","$572,799 ","$1,973,962 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/6/2023,PA20-185,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8720,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01DC019357-02,RPGs - Non SBIR/STTR,10544046,"WELHAM, NATHAN",8654344,Pathophysiological profiling of vocal fold hyperkeratosis,SURGERY,SURGERY,SCHOOLS OF MEDICINE,"$352,740 ","$189,544 ","$542,284 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/22/2022,PA20-185,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8721,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01GM135483-04,RPGs - Non SBIR/STTR,10551731,"VAN PIJKEREN, JAN-PETER",12103775,Multi-tiered containment system for engineered microbes,FOOD SCIENCE,NUTRITION,EARTH SCIENCES/RESOURCES,"$180,000 ","$95,105 ","$275,105 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/25/2023,PAR17-045,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8722,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01AI145939-04,RPGs - Non SBIR/STTR,10552648,"NETT, JENIEL E",8208917,Mechanism(s) of pathogenicity for Candida auris,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$347,700 ","$186,314 ","$534,014 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/6/2023,PA19-056,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8723,UNIVERSITY OF WISCONSIN-MADISON,578503,5R21HG012281-02,RPGs - Non SBIR/STTR,10552680,"SCHWARTZ, DAVID C.",1894740,GenSyn: A Cycle for Serial Assembly of Very Large DNA Molecules,BIOTECHNOLOGY CENTER,MISCELLANEOUS,GRADUATE SCHOOLS,"$157,500 ","$81,419 ","$238,919 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/21/2022,RFAHG20-015,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8724,UNIVERSITY OF WISCONSIN-MADISON,578503,5R21AI163592-02,RPGs - Non SBIR/STTR,10554346,"GOLDBERG, TONY L.",8511432,Comprehensive characterization of parasite and commensal assemblages in humans,PATHOBIOLOGICAL SCIENCES,PATHOLOGY,SCHOOLS OF VETERINARY MEDICINE,"$125,000 ","$69,375 ","$194,375 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/5/2022,PA20-195,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8725,UNIVERSITY OF WISCONSIN-MADISON,578503,1RF1NS129955-01,RPGs - Non SBIR/STTR,10572029,"LUDWIG, KIP A",10907395,Development and In Vivo Validation of a Theoretical Framework and Practical Methods to Improve Safety and Efficacy of Neuromodulation Electrodes,BIOMEDICAL ENGINEERING,BIOMEDICAL ENGINEERING,BIOMED ENGR/COL ENGR/ENGR STA,"$750,000 ","$396,270 ","$1,146,270 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/30/2022,RFANS20-006,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8726,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01AG074503-02,RPGs - Non SBIR/STTR,10579229,"ANDERSON, ROZALYN M.",7798816,Molecular Networks in Aging and Caloric Restriction in Rhesus Monkeys,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$438,816 ","$179,999 ","$618,815 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/24/2023,PA20-185,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8727,UNIVERSITY OF WISCONSIN-MADISON,578503,2R25ES020720-11,Other Research-Related,10594294,"BRADFIELD, CHRISTOPHER A",1877011,Molecular and Environmental Toxicology Summer Research Opportunities Program (MET-SROP),POPULATION HEALTH SCIENCES,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,"$120,971 ","$8,649 ","$129,620 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,2/7/2023,PAR21-168,2.0,2023.0,-89.393,43.0822,DANE,55025.0
8728,UNIVERSITY OF WISCONSIN-MADISON,578503,1R01AI170737-01A1,RPGs - Non SBIR/STTR,10658581,"O'CONNOR, DAVID H.",3131564,Anticipating and rapidly responding to respiratory virus outbreaks with continuous air sampling in K-12 schools,PATHOLOGY AND LAB MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$518,824 ","$269,860 ","$788,684 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/18/2023,PA20-185,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8729,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01NS094154-08,RPGs - Non SBIR/STTR,10518395,"PUGLIELLI, LUIGI",7118195,"Spastic paraplegia, neurodegeneration and autism: possible role for AT- 1/SLC33A1?",MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$286,812 ","$159,181 ","$445,993 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/18/2022,PA19-056,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8730,UNIVERSITY OF WISCONSIN-MADISON,578503,5K23NS112473-03,Other Research-Related,10526426,"BOLY, MELANIE",12266280,electroencephalography and single-unit recordings,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$151,000 ","$12,080 ","$163,080 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/18/2022,PA19-119,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8731,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01AI108415-10,RPGs - Non SBIR/STTR,10529269,"OCONNOR, SHELBY L",6362174,Characterizing the therapeutic efficacy of CD8 T cell responses induced by the IL-15 superagonist ALT-803,PATHOLOGY AND LAB MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$489,801 ","$265,180 ","$754,981 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/17/2022,PA16-160,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8732,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01DK131438-02,RPGs - Non SBIR/STTR,10532236,"BLUM, BARAK",11839193,Genetic control of mature beta cell function and identity,CELL AND REGENERATIVE BIOLOGY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$250,000 ","$132,090 ","$382,090 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/28/2022,PA20-185,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8733,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01AI139306-05,RPGs - Non SBIR/STTR,10539300,"PELLETT, SABINE",10811776,Characteristics of Botulinum Neurotoxins that determine potency,BACTERIOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,EARTH SCIENCES/RESOURCES,"$475,198 ","$160,762 ","$635,960 ",2,MADISON,WISCONSIN,53715,,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,12/2/2022,PA18-484,12.0,2022.0,-89.393,43.0822,DANE,55025.0
8734,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01CA085862-22,RPGs - Non SBIR/STTR,10543120,"HUTTENLOCHER, ANNA",1881003,Adhesive regulation during cell migration,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$213,750 ","$112,700 ","$326,450 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,11/15/2022,PA20-185,11.0,2022.0,-89.393,43.0822,DANE,55025.0
8735,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01HL131403-06,RPGs - Non SBIR/STTR,10552027,"ROBERTSON, GAIL A",1891106,Translational Control of Cardiac Excitability,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$452,718 ","$251,258 ","$703,976 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/23/2023,PA20-185,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8736,UNIVERSITY OF WISCONSIN-MADISON,578503,5U01AI136994-05,RPGs - Non SBIR/STTR,10553704,"BRASIER, ALLAN R.",1882736,Epigenetic Mechanism Reprogramming Mucosal Anti-viral Immunity in Allergic Asthma,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$618,540 ","$62,663 ","$681,203 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,1/5/2023,PA18-345,1.0,2023.0,-89.393,43.0822,DANE,55025.0
8737,UNIVERSITY OF WISCONSIN-MADISON,578503,5R01AG075788-02,RPGs - Non SBIR/STTR,10560465,"JOHNSON, KEVIN MICHAEL",10239723,Non-Invasive Imaging Markers to Elicit the Role of Vascular Involvement in Alzheimer,MEDICAL PHYSICS,PHYSICS,SCHOOLS OF MEDICINE,"$452,688 ","$237,922 ","$690,610 ",2,MADISON,WISCONSIN,53715,Y,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,Domestic Higher Education,2/6/2023,PAR19-070,2.0,2023.0,-89.393,43.0822,DANE,55025.0
